o_zone_id,d_zone_id,accessibility,distance,geometry
10,,17,,N/A,N/A,"LINESTRING (-111.93158275 33.413450000000005, -111.93232855000001 33.4280852)"
10,,18,,N/A,N/A,"LINESTRING (-111.93158275 33.413450000000005, -111.93374765 33.43225)"
10,,19,,N/A,N/A,"LINESTRING (-111.93158275 33.413450000000005, -111.9413012 33.43225)"
11,,1,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.92689385000001 33.4318588)"
11,,2,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9414 33.42342175)"
11,,3,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9414 33.426982100000004)"
11,,4,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9413038 33.4182829)"
11,,5,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.92838065 33.42675425)"
11,,6,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9268 33.421724)"
11,,7,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93729125 33.413450000000005)"
11,,8,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.937816 33.42150770000001)"
11,,9,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93261035 33.4184807)"
11,,10,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93158275 33.413450000000005)"
11,,12,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9387148 33.43225)"
11,,13,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93698955 33.426641950000004)"
11,,14,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93277995000001 33.421400500000004)"
11,,15,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.92699160000001 33.413596500000004)"
11,,16,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9268972 33.4180411)"
11,,17,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93232855000001 33.4280852)"
11,,18,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.93374765 33.43225)"
11,,19,,N/A,N/A,"LINESTRING (-111.93757765 33.41757075, -111.9413012 33.43225)"
12,,1,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.92689385000001 33.4318588)"
12,,2,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9414 33.42342175)"
12,,3,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9414 33.426982100000004)"
12,,4,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9413038 33.4182829)"
12,,5,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.92838065 33.42675425)"
12,,6,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9268 33.421724)"
12,,7,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93729125 33.413450000000005)"
12,,8,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.937816 33.42150770000001)"
12,,9,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93261035 33.4184807)"
12,,10,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93158275 33.413450000000005)"
12,,11,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93757765 33.41757075)"
12,,13,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93698955 33.426641950000004)"
12,,14,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93277995000001 33.421400500000004)"
12,,15,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.92699160000001 33.413596500000004)"
12,,16,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9268972 33.4180411)"
12,,17,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93232855000001 33.4280852)"
12,,18,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.93374765 33.43225)"
12,,19,,N/A,N/A,"LINESTRING (-111.9387148 33.43225, -111.9413012 33.43225)"
13,,1,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.92689385000001 33.4318588)"
13,,2,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9414 33.42342175)"
13,,3,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9414 33.426982100000004)"
13,,4,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9413038 33.4182829)"
13,,5,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.92838065 33.42675425)"
13,,6,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9268 33.421724)"
13,,7,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93729125 33.413450000000005)"
13,,8,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.937816 33.42150770000001)"
13,,9,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93261035 33.4184807)"
13,,10,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93158275 33.413450000000005)"
13,,11,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93757765 33.41757075)"
13,,12,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9387148 33.43225)"
13,,14,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93277995000001 33.421400500000004)"
13,,15,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.92699160000001 33.413596500000004)"
13,,16,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9268972 33.4180411)"
13,,17,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93232855000001 33.4280852)"
13,,18,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.93374765 33.43225)"
13,,19,,N/A,N/A,"LINESTRING (-111.93698955 33.426641950000004, -111.9413012 33.43225)"
14,,1,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.92689385000001 33.4318588)"
14,,2,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9414 33.42342175)"
14,,3,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9414 33.426982100000004)"
14,,4,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9413038 33.4182829)"
14,,5,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.92838065 33.42675425)"
14,,6,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9268 33.421724)"
14,,7,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93729125 33.413450000000005)"
14,,8,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.937816 33.42150770000001)"
14,,9,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93261035 33.4184807)"
14,,10,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93158275 33.413450000000005)"
14,,11,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93757765 33.41757075)"
14,,12,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9387148 33.43225)"
14,,13,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93698955 33.426641950000004)"
14,,15,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.92699160000001 33.413596500000004)"
14,,16,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9268972 33.4180411)"
14,,17,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93232855000001 33.4280852)"
14,,18,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.93374765 33.43225)"
14,,19,,N/A,N/A,"LINESTRING (-111.93277995000001 33.421400500000004, -111.9413012 33.43225)"
15,,1,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.92689385000001 33.4318588)"
15,,2,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9414 33.42342175)"
15,,3,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9414 33.426982100000004)"
15,,4,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9413038 33.4182829)"
15,,5,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.92838065 33.42675425)"
15,,6,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9268 33.421724)"
15,,7,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93729125 33.413450000000005)"
15,,8,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.937816 33.42150770000001)"
15,,9,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93261035 33.4184807)"
15,,10,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93158275 33.413450000000005)"
15,,11,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93757765 33.41757075)"
15,,12,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9387148 33.43225)"
15,,13,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93698955 33.426641950000004)"
15,,14,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93277995000001 33.421400500000004)"
15,,16,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9268972 33.4180411)"
15,,17,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93232855000001 33.4280852)"
