o_zone_id,d_zone_id,accessibility,distance,geometry
15,,18,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.93374765 33.43225)"
15,,19,,N/A,N/A,"LINESTRING (-111.92699160000001 33.413596500000004, -111.9413012 33.43225)"
16,,1,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.92689385000001 33.4318588)"
16,,2,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9414 33.42342175)"
16,,3,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9414 33.426982100000004)"
16,,4,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9413038 33.4182829)"
16,,5,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.92838065 33.42675425)"
16,,6,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9268 33.421724)"
16,,7,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93729125 33.413450000000005)"
16,,8,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.937816 33.42150770000001)"
16,,9,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93261035 33.4184807)"
16,,10,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93158275 33.413450000000005)"
16,,11,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93757765 33.41757075)"
16,,12,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9387148 33.43225)"
16,,13,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93698955 33.426641950000004)"
16,,14,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93277995000001 33.421400500000004)"
16,,15,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.92699160000001 33.413596500000004)"
16,,17,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93232855000001 33.4280852)"
16,,18,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.93374765 33.43225)"
16,,19,,N/A,N/A,"LINESTRING (-111.9268972 33.4180411, -111.9413012 33.43225)"
17,,1,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.92689385000001 33.4318588)"
17,,2,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9414 33.42342175)"
17,,3,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9414 33.426982100000004)"
17,,4,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9413038 33.4182829)"
17,,5,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.92838065 33.42675425)"
17,,6,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9268 33.421724)"
17,,7,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93729125 33.413450000000005)"
17,,8,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.937816 33.42150770000001)"
17,,9,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93261035 33.4184807)"
17,,10,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93158275 33.413450000000005)"
17,,11,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93757765 33.41757075)"
17,,12,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9387148 33.43225)"
17,,13,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93698955 33.426641950000004)"
17,,14,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93277995000001 33.421400500000004)"
17,,15,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.92699160000001 33.413596500000004)"
17,,16,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9268972 33.4180411)"
17,,18,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.93374765 33.43225)"
17,,19,,N/A,N/A,"LINESTRING (-111.93232855000001 33.4280852, -111.9413012 33.43225)"
18,,1,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.92689385000001 33.4318588)"
18,,2,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9414 33.42342175)"
18,,3,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9414 33.426982100000004)"
18,,4,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9413038 33.4182829)"
18,,5,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.92838065 33.42675425)"
18,,6,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9268 33.421724)"
18,,7,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93729125 33.413450000000005)"
18,,8,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.937816 33.42150770000001)"
18,,9,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93261035 33.4184807)"
18,,10,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93158275 33.413450000000005)"
18,,11,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93757765 33.41757075)"
18,,12,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9387148 33.43225)"
18,,13,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93698955 33.426641950000004)"
18,,14,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93277995000001 33.421400500000004)"
18,,15,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.92699160000001 33.413596500000004)"
18,,16,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9268972 33.4180411)"
18,,17,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.93232855000001 33.4280852)"
18,,19,,N/A,N/A,"LINESTRING (-111.93374765 33.43225, -111.9413012 33.43225)"
19,,1,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.92689385000001 33.4318588)"
19,,2,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9414 33.42342175)"
19,,3,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9414 33.426982100000004)"
19,,4,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9413038 33.4182829)"
19,,5,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.92838065 33.42675425)"
19,,6,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9268 33.421724)"
19,,7,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93729125 33.413450000000005)"
19,,8,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.937816 33.42150770000001)"
19,,9,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93261035 33.4184807)"
19,,10,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93158275 33.413450000000005)"
19,,11,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93757765 33.41757075)"
19,,12,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9387148 33.43225)"
19,,13,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93698955 33.426641950000004)"
19,,14,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93277995000001 33.421400500000004)"
19,,15,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.92699160000001 33.413596500000004)"
19,,16,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.9268972 33.4180411)"
19,,17,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93232855000001 33.4280852)"
19,,18,,N/A,N/A,"LINESTRING (-111.9413012 33.43225, -111.93374765 33.43225)"
