name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,1720,544655911,1128,1173,1,63.38,1,30,800,service,8,"LINESTRING (-111.9321571 33.4286704, -111.9321561 33.4290707, -111.9319574 33.4290307)",walk;bike,1,0,,
,1721,544655912,1167,1174,1,54.62,1,30,800,service,8,"LINESTRING (-111.9307653 33.4286261, -111.9307680 33.4282970, -111.9309630 33.4282958)",walk;bike,1,0,,
,1722,544655912,1174,1167,1,54.62,1,30,800,service,8,"LINESTRING (-111.9309630 33.4282958, -111.9307680 33.4282970, -111.9307653 33.4286261)",walk;bike,1,0,,
,1723,544655912,1174,1121,1,6.16,1,30,800,service,8,"LINESTRING (-111.9309630 33.4282958, -111.9309821 33.4282426)",walk;bike,1,0,,
,1724,544655912,1121,1174,1,6.16,1,30,800,service,8,"LINESTRING (-111.9309821 33.4282426, -111.9309630 33.4282958)",walk;bike,1,0,,
,1725,544655913,1168,1174,1,42.88,1,30,800,service,8,"LINESTRING (-111.9309739 33.4286825, -111.9309630 33.4282958)",walk;bike,1,0,,
,1726,544655913,1174,1168,1,42.88,1,30,800,service,8,"LINESTRING (-111.9309630 33.4282958, -111.9309739 33.4286825)",walk;bike,1,0,,
,1727,544655914,1169,1122,1,44.32,1,30,800,service,8,"LINESTRING (-111.9311450 33.4287392, -111.9311595 33.4287002, -111.9311538 33.4283817, -111.9311724 33.4283445)",walk;bike,1,0,,
,1728,544655914,1122,1169,1,44.32,1,30,800,service,8,"LINESTRING (-111.9311724 33.4283445, -111.9311538 33.4283817, -111.9311595 33.4287002, -111.9311450 33.4287392)",walk;bike,1,0,,
,1729,544655915,1123,1175,1,62.83,1,30,800,service,8,"LINESTRING (-111.9313228 33.4284259, -111.9313607 33.4283206, -111.9313603 33.4281948, -111.9313519 33.4281620, -111.9313291 33.4281278, -111.9310701 33.4279882)",walk;bike,1,0,,
,1730,544655915,1175,1123,1,62.83,1,30,800,service,8,"LINESTRING (-111.9310701 33.4279882, -111.9313291 33.4281278, -111.9313519 33.4281620, -111.9313603 33.4281948, -111.9313607 33.4283206, -111.9313228 33.4284259)",walk;bike,1,0,,
,1731,544655915,1175,1118,1,43.82,1,30,800,service,8,"LINESTRING (-111.9310701 33.4279882, -111.9308585 33.4278739, -111.9308242 33.4278700, -111.9306430 33.4279016)",walk;bike,1,0,,
,1732,544655915,1118,1175,1,43.82,1,30,800,service,8,"LINESTRING (-111.9306430 33.4279016, -111.9308242 33.4278700, -111.9308585 33.4278739, -111.9310701 33.4279882)",walk;bike,1,0,,
,1733,544655916,1171,1125,1,37.86,1,30,800,service,8,"LINESTRING (-111.9315416 33.4288877, -111.9315575 33.4288434, -111.9315552 33.4285482)",walk;bike,1,0,,
,1734,544655916,1125,1171,1,37.86,1,30,800,service,8,"LINESTRING (-111.9315552 33.4285482, -111.9315575 33.4288434, -111.9315416 33.4288877)",walk;bike,1,0,,
,1735,544655917,1172,1126,1,42.55,1,30,800,service,8,"LINESTRING (-111.9317594 33.4289706, -111.9317563 33.4285868)",walk;bike,1,0,,
,1736,544655917,1126,1172,1,42.55,1,30,800,service,8,"LINESTRING (-111.9317563 33.4285868, -111.9317594 33.4289706)",walk;bike,1,0,,
,1737,544655918,1173,1127,1,44.69,1,30,800,service,8,"LINESTRING (-111.9319574 33.4290307, -111.9319517 33.4286276)",walk;bike,1,0,,
,1738,544655918,1127,1173,1,44.69,1,30,800,service,8,"LINESTRING (-111.9319517 33.4286276, -111.9319574 33.4290307)",walk;bike,1,0,,
,1739,544655925,1140,1176,1,18.77,1,30,800,service,8,"LINESTRING (-111.9341512 33.4286080, -111.9339524 33.4286377)",walk;bike,1,0,,
,1740,544655925,1176,1140,1,18.77,1,30,800,service,8,"LINESTRING (-111.9339524 33.4286377, -111.9341512 33.4286080)",walk;bike,1,0,,
,1741,544655925,1176,1177,1,17.98,1,30,800,service,8,"LINESTRING (-111.9339524 33.4286377, -111.9337590 33.4286395)",walk;bike,1,0,,
,1742,544655925,1177,1176,1,17.98,1,30,800,service,8,"LINESTRING (-111.9337590 33.4286395, -111.9339524 33.4286377)",walk;bike,1,0,,
,1743,544655925,1177,1178,1,18.56,1,30,800,service,8,"LINESTRING (-111.9337590 33.4286395, -111.9335594 33.4286413)",walk;bike,1,0,,
,1744,544655925,1178,1177,1,18.56,1,30,800,service,8,"LINESTRING (-111.9335594 33.4286413, -111.9337590 33.4286395)",walk;bike,1,0,,
,1745,544655925,1178,1134,1,18.63,1,30,800,service,8,"LINESTRING (-111.9335594 33.4286413, -111.9333590 33.4286431)",walk;bike,1,0,,
,1746,544655925,1134,1178,1,18.63,1,30,800,service,8,"LINESTRING (-111.9333590 33.4286431, -111.9335594 33.4286413)",walk;bike,1,0,,
,1747,544655926,1176,1179,1,65.14,1,30,800,service,8,"LINESTRING (-111.9339524 33.4286377, -111.9339555 33.4292252)",walk;bike,1,0,,
,1748,544655926,1179,1176,1,65.14,1,30,800,service,8,"LINESTRING (-111.9339555 33.4292252, -111.9339524 33.4286377)",walk;bike,1,0,,
,1749,544655926,1179,502,1,20.55,1,30,800,service,8,"LINESTRING (-111.9339555 33.4292252, -111.9341659 33.4292821)",walk;bike,1,0,,
,1750,544655926,502,1179,1,20.55,1,30,800,service,8,"LINESTRING (-111.9341659 33.4292821, -111.9339555 33.4292252)",walk;bike,1,0,,
,1751,544655927,1179,1180,1,19.01,1,30,800,service,8,"LINESTRING (-111.9339555 33.4292252, -111.9337602 33.4291744)",walk;bike,1,0,,
,1752,544655927,1180,1179,1,19.01,1,30,800,service,8,"LINESTRING (-111.9337602 33.4291744, -111.9339555 33.4292252)",walk;bike,1,0,,
,1753,544655927,1180,1181,1,18.5,1,30,800,service,8,"LINESTRING (-111.9337602 33.4291744, -111.9337114 33.4291617, -111.9335654 33.4291417)",walk;bike,1,0,,
,1754,544655927,1181,1180,1,18.5,1,30,800,service,8,"LINESTRING (-111.9335654 33.4291417, -111.9337114 33.4291617, -111.9337602 33.4291744)",walk;bike,1,0,,
,1755,544655927,1181,1182,1,18.24,1,30,800,service,8,"LINESTRING (-111.9335654 33.4291417, -111.9334991 33.4291326, -111.9333715 33.4291164)",walk;bike,1,0,,
,1756,544655927,1182,1181,1,18.24,1,30,800,service,8,"LINESTRING (-111.9333715 33.4291164, -111.9334991 33.4291326, -111.9335654 33.4291417)",walk;bike,1,0,,
,1757,544655927,1182,1183,1,18.21,1,30,800,service,8,"LINESTRING (-111.9333715 33.4291164, -111.9331758 33.4291088)",walk;bike,1,0,,
,1758,544655927,1183,1182,1,18.21,1,30,800,service,8,"LINESTRING (-111.9331758 33.4291088, -111.9333715 33.4291164)",walk;bike,1,0,,
,1759,544655927,1183,1184,1,17.97,1,30,800,service,8,"LINESTRING (-111.9331758 33.4291088, -111.9329827 33.4291011)",walk;bike,1,0,,
,1760,544655927,1184,1183,1,17.97,1,30,800,service,8,"LINESTRING (-111.9329827 33.4291011, -111.9331758 33.4291088)",walk;bike,1,0,,
,1761,544655927,1184,1185,1,19.37,1,30,800,service,8,"LINESTRING (-111.9329827 33.4291011, -111.9327746 33.4290929)",walk;bike,1,0,,
,1762,544655927,1185,1184,1,19.37,1,30,800,service,8,"LINESTRING (-111.9327746 33.4290929, -111.9329827 33.4291011)",walk;bike,1,0,,
,1763,544655927,1185,1129,1,62.67,1,30,800,service,8,"LINESTRING (-111.9327746 33.4290929, -111.9325890 33.4290938, -111.9325761 33.4286843)",walk;bike,1,0,,
,1764,544655927,1129,1185,1,62.67,1,30,800,service,8,"LINESTRING (-111.9325761 33.4286843, -111.9325890 33.4290938, -111.9327746 33.4290929)",walk;bike,1,0,,
,1765,544655928,1180,1177,1,59.3,1,30,800,service,8,"LINESTRING (-111.9337602 33.4291744, -111.9337590 33.4286395)",walk;bike,1,0,,
,1766,544655928,1177,1180,1,59.3,1,30,800,service,8,"LINESTRING (-111.9337590 33.4286395, -111.9337602 33.4291744)",walk;bike,1,0,,
,1767,544655929,1181,1178,1,55.48,1,30,800,service,8,"LINESTRING (-111.9335654 33.4291417, -111.9335594 33.4286413)",walk;bike,1,0,,
,1768,544655929,1178,1181,1,55.48,1,30,800,service,8,"LINESTRING (-111.9335594 33.4286413, -111.9335654 33.4291417)",walk;bike,1,0,,
,1769,544655930,1182,1134,1,52.49,1,30,800,service,8,"LINESTRING (-111.9333715 33.4291164, -111.9333590 33.4286431)",walk;bike,1,0,,
,1770,544655930,1134,1182,1,52.49,1,30,800,service,8,"LINESTRING (-111.9333590 33.4286431, -111.9333715 33.4291164)",walk;bike,1,0,,
,1771,544655931,1183,1133,1,50.72,1,30,800,service,8,"LINESTRING (-111.9331758 33.4291088, -111.9331658 33.4286514)",walk;bike,1,0,,
,1772,544655931,1133,1183,1,50.72,1,30,800,service,8,"LINESTRING (-111.9331658 33.4286514, -111.9331758 33.4291088)",walk;bike,1,0,,
,1773,544655932,1184,1132,1,48.66,1,30,800,service,8,"LINESTRING (-111.9329827 33.4291011, -111.9329697 33.4286623)",walk;bike,1,0,,
,1774,544655932,1132,1184,1,48.66,1,30,800,service,8,"LINESTRING (-111.9329697 33.4286623, -111.9329827 33.4291011)",walk;bike,1,0,,
,1775,544655933,1185,1131,1,46.48,1,30,800,service,8,"LINESTRING (-111.9327746 33.4290929, -111.9327640 33.4286738)",walk;bike,1,0,,
,1776,544655933,1131,1185,1,46.48,1,30,800,service,8,"LINESTRING (-111.9327640 33.4286738, -111.9327746 33.4290929)",walk;bike,1,0,,
,1777,544655934,1139,1177,1,53.28,1,30,800,service,8,"LINESTRING (-111.9338061 33.4281690, -111.9337500 33.4282752, -111.9337590 33.4286395)",walk;bike,1,0,,
,1778,544655934,1177,1139,1,53.28,1,30,800,service,8,"LINESTRING (-111.9337590 33.4286395, -111.9337500 33.4282752, -111.9338061 33.4281690)",walk;bike,1,0,,
,1779,544655935,1178,1135,1,27.5,1,30,800,service,8,"LINESTRING (-111.9335594 33.4286413, -111.9335561 33.4284295, -111.9335363 33.4283973)",walk;bike,1,0,,
,1780,544655935,1135,1178,1,27.5,1,30,800,service,8,"LINESTRING (-111.9335363 33.4283973, -111.9335561 33.4284295, -111.9335594 33.4286413)",walk;bike,1,0,,
,1781,544655942,1186,1187,1,17.36,1,30,800,service,8,"LINESTRING (-111.9290528 33.4273278, -111.9290551 33.4274844)",walk;bike,1,0,,
,1782,544655942,1187,1186,1,17.36,1,30,800,service,8,"LINESTRING (-111.9290551 33.4274844, -111.9290528 33.4273278)",walk;bike,1,0,,
,1783,544655942,1187,1188,1,18.86,1,30,800,service,8,"LINESTRING (-111.9290551 33.4274844, -111.9290576 33.4276545)",walk;bike,1,0,,
,1784,544655942,1188,1187,1,18.86,1,30,800,service,8,"LINESTRING (-111.9290576 33.4276545, -111.9290551 33.4274844)",walk;bike,1,0,,
,1785,544655942,1188,1189,1,19.31,1,30,800,service,8,"LINESTRING (-111.9290576 33.4276545, -111.9290601 33.4278287)",walk;bike,1,0,,
,1786,544655942,1189,1188,1,19.31,1,30,800,service,8,"LINESTRING (-111.9290601 33.4278287, -111.9290576 33.4276545)",walk;bike,1,0,,
,1787,544655942,1189,1190,1,16.98,1,30,800,service,8,"LINESTRING (-111.9290601 33.4278287, -111.9290624 33.4279818)",walk;bike,1,0,,
,1788,544655942,1190,1189,1,16.98,1,30,800,service,8,"LINESTRING (-111.9290624 33.4279818, -111.9290601 33.4278287)",walk;bike,1,0,,
,1789,544655942,1190,1191,1,20.84,1,30,800,service,8,"LINESTRING (-111.9290624 33.4279818, -111.9290651 33.4281698)",walk;bike,1,0,,
,1790,544655942,1191,1190,1,20.84,1,30,800,service,8,"LINESTRING (-111.9290651 33.4281698, -111.9290624 33.4279818)",walk;bike,1,0,,
,1791,544655942,1191,1192,1,16.0,1,30,800,service,8,"LINESTRING (-111.9290651 33.4281698, -111.9290672 33.4283141)",walk;bike,1,0,,
,1792,544655942,1192,1191,1,16.0,1,30,800,service,8,"LINESTRING (-111.9290672 33.4283141, -111.9290651 33.4281698)",walk;bike,1,0,,
,1793,544655942,1192,1193,1,103.01,1,30,800,service,8,"LINESTRING (-111.9290672 33.4283141, -111.9290696 33.4284649, -111.9283966 33.4285297, -111.9283797 33.4283199)",walk;bike,1,0,,
,1794,544655942,1193,1192,1,103.01,1,30,800,service,8,"LINESTRING (-111.9283797 33.4283199, -111.9283966 33.4285297, -111.9290696 33.4284649, -111.9290672 33.4283141)",walk;bike,1,0,,
,1795,544655942,1193,1194,1,15.51,1,30,800,service,8,"LINESTRING (-111.9283797 33.4283199, -111.9283757 33.4281800)",walk;bike,1,0,,
,1796,544655942,1194,1193,1,15.51,1,30,800,service,8,"LINESTRING (-111.9283757 33.4281800, -111.9283797 33.4283199)",walk;bike,1,0,,
,1797,544655942,1194,1195,1,21.2,1,30,800,service,8,"LINESTRING (-111.9283757 33.4281800, -111.9283702 33.4279888)",walk;bike,1,0,,
,1798,544655942,1195,1194,1,21.2,1,30,800,service,8,"LINESTRING (-111.9283702 33.4279888, -111.9283757 33.4281800)",walk;bike,1,0,,
,1799,544655942,1195,1196,1,16.95,1,30,800,service,8,"LINESTRING (-111.9283702 33.4279888, -111.9283658 33.4278360)",walk;bike,1,0,,
,1800,544655942,1196,1195,1,16.95,1,30,800,service,8,"LINESTRING (-111.9283658 33.4278360, -111.9283702 33.4279888)",walk;bike,1,0,,
,1801,544655942,1196,1197,1,19.02,1,30,800,service,8,"LINESTRING (-111.9283658 33.4278360, -111.9283609 33.4276645)",walk;bike,1,0,,
,1802,544655942,1197,1196,1,19.02,1,30,800,service,8,"LINESTRING (-111.9283609 33.4276645, -111.9283658 33.4278360)",walk;bike,1,0,,
,1803,544655942,1197,1198,1,19.03,1,30,800,service,8,"LINESTRING (-111.9283609 33.4276645, -111.9283560 33.4274929)",walk;bike,1,0,,
,1804,544655942,1198,1197,1,19.03,1,30,800,service,8,"LINESTRING (-111.9283560 33.4274929, -111.9283609 33.4276645)",walk;bike,1,0,,
,1805,544655942,1198,1199,1,17.66,1,30,800,service,8,"LINESTRING (-111.9283560 33.4274929, -111.9283515 33.4273337)",walk;bike,1,0,,
,1806,544655942,1199,1198,1,17.66,1,30,800,service,8,"LINESTRING (-111.9283515 33.4273337, -111.9283560 33.4274929)",walk;bike,1,0,,
,1807,544655943,1161,1165,1,18.97,1,30,800,service,8,"LINESTRING (-111.9294828 33.4279773, -111.9294869 33.4281484)",walk;bike,1,0,,
,1808,544655943,1165,1161,1,18.97,1,30,800,service,8,"LINESTRING (-111.9294869 33.4281484, -111.9294828 33.4279773)",walk;bike,1,0,,
,1809,544655943,1165,1164,1,17.83,1,30,800,service,8,"LINESTRING (-111.9294869 33.4281484, -111.9294907 33.4283092)",walk;bike,1,0,,
,1810,544655943,1164,1165,1,17.83,1,30,800,service,8,"LINESTRING (-111.9294907 33.4283092, -111.9294869 33.4281484)",walk;bike,1,0,,
,1811,544655943,1164,1166,1,16.73,1,30,800,service,8,"LINESTRING (-111.9294907 33.4283092, -111.9294977 33.4284600)",walk;bike,1,0,,
,1812,544655943,1166,1164,1,16.73,1,30,800,service,8,"LINESTRING (-111.9294977 33.4284600, -111.9294907 33.4283092)",walk;bike,1,0,,
,1813,544655944,1155,1156,1,19.4,1,30,800,service,8,"LINESTRING (-111.9294846 33.4271509, -111.9294830 33.4273259)",walk;bike,1,0,,
,1814,544655944,1156,1155,1,19.4,1,30,800,service,8,"LINESTRING (-111.9294830 33.4273259, -111.9294846 33.4271509)",walk;bike,1,0,,
,1815,544655944,1156,1157,1,17.95,1,30,800,service,8,"LINESTRING (-111.9294830 33.4273259, -111.9294828 33.4274878)",walk;bike,1,0,,
,1816,544655944,1157,1156,1,17.95,1,30,800,service,8,"LINESTRING (-111.9294828 33.4274878, -111.9294830 33.4273259)",walk;bike,1,0,,
,1817,544655944,1157,1158,1,18.22,1,30,800,service,8,"LINESTRING (-111.9294828 33.4274878, -111.9294825 33.4276521)",walk;bike,1,0,,
,1818,544655944,1158,1157,1,18.22,1,30,800,service,8,"LINESTRING (-111.9294825 33.4276521, -111.9294828 33.4274878)",walk;bike,1,0,,
,1819,544655944,1158,1159,1,18.09,1,30,800,service,8,"LINESTRING (-111.9294825 33.4276521, -111.9294823 33.4278153)",walk;bike,1,0,,
,1820,544655944,1159,1158,1,18.09,1,30,800,service,8,"LINESTRING (-111.9294823 33.4278153, -111.9294825 33.4276521)",walk;bike,1,0,,
,1821,544655945,1156,1200,1,9.45,1,30,800,service,8,"LINESTRING (-111.9294830 33.4273259, -111.9293814 33.4273263)",walk;bike,1,0,,
,1822,544655945,1200,1156,1,9.45,1,30,800,service,8,"LINESTRING (-111.9293814 33.4273263, -111.9294830 33.4273259)",walk;bike,1,0,,
,1823,544655945,1200,69,1,9.05,1,30,800,service,8,"LINESTRING (-111.9293814 33.4273263, -111.9292840 33.4273261)",walk;bike,1,0,,
,1824,544655945,69,1200,1,9.05,1,30,800,service,8,"LINESTRING (-111.9292840 33.4273261, -111.9293814 33.4273263)",walk;bike,1,0,,
,1825,544655945,69,1201,1,11.58,1,30,800,service,8,"LINESTRING (-111.9292840 33.4273261, -111.9291594 33.4273273)",walk;bike,1,0,,
,1826,544655945,1201,69,1,11.58,1,30,800,service,8,"LINESTRING (-111.9291594 33.4273273, -111.9292840 33.4273261)",walk;bike,1,0,,
,1827,544655945,1201,1186,1,9.91,1,30,800,service,8,"LINESTRING (-111.9291594 33.4273273, -111.9290528 33.4273278)",walk;bike,1,0,,
,1828,544655945,1186,1201,1,9.91,1,30,800,service,8,"LINESTRING (-111.9290528 33.4273278, -111.9291594 33.4273273)",walk;bike,1,0,,
,1829,544655946,1186,1199,1,65.2,1,30,800,service,8,"LINESTRING (-111.9290528 33.4273278, -111.9283515 33.4273337)",walk;bike,1,0,,
,1830,544655946,1199,1186,1,65.2,1,30,800,service,8,"LINESTRING (-111.9283515 33.4273337, -111.9290528 33.4273278)",walk;bike,1,0,,
,1831,544655947,1187,1198,1,65.0,1,30,800,service,8,"LINESTRING (-111.9290551 33.4274844, -111.9283560 33.4274929)",walk;bike,1,0,,
,1832,544655947,1198,1187,1,65.0,1,30,800,service,8,"LINESTRING (-111.9283560 33.4274929, -111.9290551 33.4274844)",walk;bike,1,0,,
,1833,544655948,1188,1197,1,64.78,1,30,800,service,8,"LINESTRING (-111.9290576 33.4276545, -111.9283609 33.4276645)",walk;bike,1,0,,
,1834,544655948,1197,1188,1,64.78,1,30,800,service,8,"LINESTRING (-111.9283609 33.4276645, -111.9290576 33.4276545)",walk;bike,1,0,,
,1835,544655949,70,1202,1,11.82,1,30,800,service,8,"LINESTRING (-111.9292893 33.4279802, -111.9291622 33.4279809)",walk;bike,1,0,,
,1836,544655949,1202,70,1,11.82,1,30,800,service,8,"LINESTRING (-111.9291622 33.4279809, -111.9292893 33.4279802)",walk;bike,1,0,,
,1837,544655949,1202,1190,1,9.28,1,30,800,service,8,"LINESTRING (-111.9291622 33.4279809, -111.9290624 33.4279818)",walk;bike,1,0,,
,1838,544655949,1190,1202,1,9.28,1,30,800,service,8,"LINESTRING (-111.9290624 33.4279818, -111.9291622 33.4279809)",walk;bike,1,0,,
,1839,544655949,1190,1195,1,64.35,1,30,800,service,8,"LINESTRING (-111.9290624 33.4279818, -111.9283702 33.4279888)",walk;bike,1,0,,
,1840,544655949,1195,1190,1,64.35,1,30,800,service,8,"LINESTRING (-111.9283702 33.4279888, -111.9290624 33.4279818)",walk;bike,1,0,,
,1841,544655949,1195,981,1,2.46,1,30,800,service,8,"LINESTRING (-111.9283702 33.4279888, -111.9283437 33.4279891)",walk;bike,1,0,,
,1842,544655949,981,1195,1,2.46,1,30,800,service,8,"LINESTRING (-111.9283437 33.4279891, -111.9283702 33.4279888)",walk;bike,1,0,,
,1843,544655950,1189,1196,1,64.55,1,30,800,service,8,"LINESTRING (-111.9290601 33.4278287, -111.9283658 33.4278360)",walk;bike,1,0,,
,1844,544655950,1196,1189,1,64.55,1,30,800,service,8,"LINESTRING (-111.9283658 33.4278360, -111.9290601 33.4278287)",walk;bike,1,0,,
,1845,544655951,1192,1193,1,63.91,1,30,800,service,8,"LINESTRING (-111.9290672 33.4283141, -111.9283797 33.4283199)",walk;bike,1,0,,
,1846,544655951,1193,1192,1,63.91,1,30,800,service,8,"LINESTRING (-111.9283797 33.4283199, -111.9290672 33.4283141)",walk;bike,1,0,,
,1847,544655952,1191,1194,1,64.1,1,30,800,service,8,"LINESTRING (-111.9290651 33.4281698, -111.9283757 33.4281800)",walk;bike,1,0,,
,1848,544655952,1194,1191,1,64.1,1,30,800,service,8,"LINESTRING (-111.9283757 33.4281800, -111.9290651 33.4281698)",walk;bike,1,0,,
,1849,544659789,1137,1203,1,20.73,1,30,800,service,8,"LINESTRING (-111.9336397 33.4280799, -111.9335503 33.4280645, -111.9334186 33.4280661)",walk;bike,1,0,,
,1850,544659789,1203,1137,1,20.73,1,30,800,service,8,"LINESTRING (-111.9334186 33.4280661, -111.9335503 33.4280645, -111.9336397 33.4280799)",walk;bike,1,0,,
,1851,544659793,1204,1205,1,72.9,1,30,800,service,8,"LINESTRING (-111.9339060 33.4262928, -111.9340817 33.4262890, -111.9341943 33.4262649, -111.9342884 33.4262159, -111.9343782 33.4261427, -111.9344310 33.4260647, -111.9344758 33.4259453)",walk;bike,1,0,,
,1852,544659793,1205,1204,1,72.9,1,30,800,service,8,"LINESTRING (-111.9344758 33.4259453, -111.9344310 33.4260647, -111.9343782 33.4261427, -111.9342884 33.4262159, -111.9341943 33.4262649, -111.9340817 33.4262890, -111.9339060 33.4262928)",walk;bike,1,0,,
,1853,544659793,1205,1206,1,7.52,1,30,800,service,8,"LINESTRING (-111.9344758 33.4259453, -111.9345190 33.4258880)",walk;bike,1,0,,
,1854,544659793,1206,1205,1,7.52,1,30,800,service,8,"LINESTRING (-111.9345190 33.4258880, -111.9344758 33.4259453)",walk;bike,1,0,,
,1855,544659794,1205,1207,1,51.94,1,30,800,service,8,"LINESTRING (-111.9344758 33.4259453, -111.9341292 33.4259757, -111.9340250 33.4260200, -111.9339920 33.4260933)",walk;bike,1,0,,
,1856,544659794,1207,1205,1,51.94,1,30,800,service,8,"LINESTRING (-111.9339920 33.4260933, -111.9340250 33.4260200, -111.9341292 33.4259757, -111.9344758 33.4259453)",walk;bike,1,0,,
,1857,544659795,1208,1209,1,63.39,1,5,800,footway,10,"LINESTRING (-111.9291630 33.4221313, -111.9291981 33.4221483, -111.9298394 33.4221438)",walk,0,0,,
,1858,544659795,1209,1001,1,86.17,1,5,800,footway,10,"LINESTRING (-111.9298394 33.4221438, -111.9307662 33.4221367)",walk,0,0,,
,1859,544659795,1001,1210,1,47.15,1,5,800,footway,10,"LINESTRING (-111.9307662 33.4221367, -111.9312733 33.4221339)",walk,0,0,,
,1860,544659795,1210,1010,1,23.18,1,5,800,footway,10,"LINESTRING (-111.9312733 33.4221339, -111.9315226 33.4221326)",walk,0,0,,
,1861,544659795,1010,968,1,78.96,1,5,800,footway,10,"LINESTRING (-111.9315226 33.4221326, -111.9323718 33.4221198)",walk,0,0,,
,1862,544659795,968,965,1,80.52,1,5,800,footway,10,"LINESTRING (-111.9323718 33.4221198, -111.9332378 33.4221108)",walk,0,0,,
,1863,544659795,965,1211,1,23.97,1,5,800,footway,10,"LINESTRING (-111.9332378 33.4221108, -111.9333765 33.4220934, -111.9334921 33.4220756)",walk,0,0,,
,1864,544659796,1209,1212,1,15.75,1,5,800,footway,10,"LINESTRING (-111.9298394 33.4221438, -111.9298439 33.4222858)",walk,0,0,,
,1865,544659797,879,1213,1,15.54,1,24,800,service,8,"LINESTRING (-111.9293023 33.4226415, -111.9294139 33.4225371)",walk;bike,0,0,,
,1866,544659797,1213,1214,1,43.56,1,24,800,service,8,"LINESTRING (-111.9294139 33.4225371, -111.9296202 33.4223682, -111.9296296 33.4223360, -111.9296013 33.4222754, -111.9295551 33.4222394)",walk;bike,0,0,,
,1867,544659797,1214,1215,1,35.24,1,24,800,service,8,"LINESTRING (-111.9295551 33.4222394, -111.9295223 33.4222389, -111.9292606 33.4224290)",walk;bike,0,0,,
